Series Name,Series Code,Country Name,Country Code,1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Zimbabwe,ZWE,132.678,123.719,115.341,107.599,103.248,104.078,103.598,102.251,102.11,100.669,99.349,98.295,97.706,96.313,97.426,98.39,100.369,100.942,102.83,102.211,103.219,103.553,106.648,104.788,103.97,107.481,109.8,110.566,110.219,109.796,107.574,105.952,102.084,100.884,98.265,98.507,97.354,96.18,94.312,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Africa Eastern and Southern,AFE,139.763806631955,138.785843258905,137.953223122652,136.12847932477,135.346146015478,133.911118066723,132.422604235282,132.845311378448,131.922595134796,128.650226745135,129.800646275656,128.792351238038,127.306550787239,128.239448076508,125.26199777544,123.860302659944,124.958023564541,123.134769131908,123.629170417788,121.936911479602,119.557516351678,118.823211926383,117.584240435768,116.401306961845,115.060877421007,114.933408732692,112.602370949035,111.758713212606,111.558594569882,109.532169608089,108.092795855758,107.697714993556,105.50183295561,103.222825498629,100.96352629023,99.4917026482317,99.0855722587841,97.4135847695511,96.1814423061056,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Africa Western and Central,AFW,161.969359441635,159.833590222724,158.435761685581,154.470039845673,153.71516457766,150.166381347297,149.417591265788,146.75571439033,145.050231333324,144.105700206041,143.783504087771,142.232091507243,139.826030396151,137.083896801873,134.97458100575,134.426076709336,135.73247552119,135.384757850323,134.413435662421,134.27354474907,134.548367507029,132.177337859479,131.726192700917,128.995522423457,127.078895344995,126.319087981045,125.302300735509,125.474447733057,125.871042160189,125.610390043981,125.084478041749,122.3955317032,117.728385276798,113.411757914631,110.863328021623,109.93097096682,108.778535718496,107.580168950022,106.548067770779,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Arab World,ARB,94.328970920105,89.7484015645677,85.9329912262357,81.4064415717553,77.4048071816192,75.5477852278782,72.9819198616891,70.2305890306381,69.6304630329854,68.7743429499279,67.0873497723814,65.0538336086471,62.727383860558,60.2077944587601,58.7694357409751,56.5473082296505,56.060535696553,55.2016046528094,53.8404108616301,53.0254804268924,53.189494380783,52.8077139804479,52.5754605537891,53.7095457771486,53.7213855780654,53.2220677773584,53.3020432375812,53.8772643935001,54.1270374191582,54.122750355469,54.3350269455225,53.7609885656028,52.7961381463415,50.8694279249528,49.6785339731071,48.5961123792521,47.4953387335782,46.5675612532463,45.6949406320179,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Caribbean small states,CSS,109.797104533311,107.709056702587,105.925064690111,103.252193909538,101.523198234197,99.9575568595959,97.9099486391609,94.7885951482478,92.1351382081784,91.3644838248342,89.697564755575,86.822331625324,84.2429322737947,80.2374563442161,78.2828528337844,75.7982178895323,72.6284810177112,68.4867296108193,67.4686207603682,65.5968521426663,64.2636871771375,63.7962462834977,62.0616290396207,61.4890024981829,58.8763358321894,58.0961872378232,57.0351092378716,54.6668029266457,53.9938304852236,53.460222967241,52.1193543513569,50.2516354533906,49.663418503213,47.8023341537311,46.0461776541366,44.6077828862105,43.5031785796566,42.3638379645277,41.8889321916382,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Central Europe and the Baltics,CEB,47.6141620013864,46.9606905891704,46.7207275392363,48.0677189968286,48.4913810127651,46.2339189046386,42.4706536566457,41.3402872385074,40.9289401165388,39.4046067007826,37.6891408492543,34.9405134678088,31.2805957042976,29.1059486864356,27.501139601409,26.2216436214574,25.0820480642326,24.153369192017,22.4959266832235,21.666364941547,21.6381588330826,21.6556999217389,21.9301566202296,22.4555403534506,23.0851107532264,24.6724300130411,24.6136618007793,22.4671576671445,21.1804686439451,21.3885390861445,20.8305206442642,21.1305554406725,20.769862189405,20.9291438965654,20.6184144822643,19.9886927674708,19.3897226670954,19.2361308667097,19.0624901257258,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Early-demographic dividend,EAR,124.205882783495,122.330539984995,119.575694181719,117.473483537827,109.883615296396,110.463038637128,109.271791257166,105.008496318119,106.221646260011,105.067692220982,102.131635023205,101.230351411138,98.8784966624824,94.3199418496918,91.8487925895968,90.2658519746779,87.1946462617793,84.8802487636995,83.6465154829529,79.9093493835022,76.3462933846393,70.1733803283001,62.0354135416162,58.3225799816647,57.1730383623202,57.9457940682332,54.5334670464292,53.517826201564,51.7770637494371,50.3832782084552,49.5936104905894,48.676553398902,42.3982842150054,40.3051154579932,39.4870145432422,38.3775906008901,37.1825240291407,36.4187679587667,35.8588092661183,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,East Asia & Pacific,EAS,35.0342880951694,35.8244904486541,35.2929815619428,34.8225734348287,35.0071461010014,33.6914472204664,33.9666352871492,35.7546202607548,33.9859113930733,30.6942334336431,29.8499542873593,26.4228856676079,25.676770284753,24.9542258405243,23.0030737652568,22.3874473982832,22.1495721521441,22.1098778470477,22.2506979536828,21.8648138729261,21.4061502870549,20.8996933455921,21.2766878580973,21.6023778073411,22.3918605794631,23.3595432010376,24.2785485318186,24.8676067715074,24.8021184069416,25.3444040507708,25.169603249648,24.890185154292,23.854944871092,23.1996578545524,22.7653311577284,21.7460265127827,21.4174336326165,20.7360501952705,20.2488954171861,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,East Asia & Pacific (excluding high income),EAP,37.3515330580443,38.3359592652672,37.8661744358816,37.4720627658592,37.7864703916869,36.4204818266475,36.8220953526037,38.8876683744349,36.9890909992388,33.3609204575035,32.4620321018132,28.6380276084512,27.7866792318444,26.939214227251,24.7130355323262,23.9665178301657,23.6558298070969,23.53106818665,23.6036664781799,23.1242012875722,22.606336691918,22.0231885069239,22.409599105996,22.7592075649583,23.6335448147934,24.715660867224,25.8015997911615,26.5504361029114,26.5740113939353,27.2152905030766,27.0566021099879,26.7932543139512,25.6877189033639,25.0003342126867,24.5410759277149,23.4188245862881,23.0389236600972,22.2555786111538,21.6777254129971,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,East Asia & Pacific (IDA & IBRD),TEA,37.6897422279409,38.7042355702926,38.2405487200185,37.8503399034678,38.1844751206878,36.804460332654,37.2135840359279,39.3074827912249,37.3849623232958,33.707003474529,32.7994050634517,28.9308260733113,28.0701953614545,27.2148898298356,24.9627068478615,24.2082649384506,23.8937650874232,23.7687370403019,23.8422464424424,23.3578411745923,22.8336669478615,22.2473075215183,22.6396198144144,22.9989625198452,23.8917279076744,24.9967116332769,26.1114006122689,26.8890105525684,26.9253383051968,27.5809425914691,27.4213012402949,27.1549718358341,26.0306284968607,25.3305010488539,24.8608033168245,23.7193580758416,23.3271511328252,22.5294685249315,21.9370731286985,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Euro area,EMU,21.1471662199436,19.9205594945178,18.5280359611877,17.4711952922759,16.7024716796736,16.4385985657565,15.672590459007,15.8135985572011,15.3700590353483,14.4575530099837,13.4038717724262,12.1859485188802,11.4275147762405,11.2085530586164,10.9403861496749,10.9318881194033,11.3675550381409,12.0292205189645,12.0708572877646,11.7019759957434,11.3883376339127,11.173587762332,10.9430383778874,10.8295383721834,10.8382692027602,10.910802879318,10.4083422484688,10.0009463215192,9.40969519005276,8.9316960975489,8.28125253421402,8.01550418176061,7.6517670665919,7.61300062192179,7.13649044287976,6.94731850808926,7.0635289154579,6.96499435786568,7.08283587967018,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Europe & Central Asia,ECS,37.8560780682341,37.1840338518062,36.6358446640078,36.0115604135764,35.7343610849064,35.4378236786847,34.8729611347515,36.6346757348984,37.3373825539554,36.3406931264026,36.0900622318085,35.4572818607169,33.4032923856548,31.5648570545544,29.7433846122991,27.7448123155727,26.1328808464988,25.0843057807187,24.3625380837216,23.4016910845376,22.8789704613682,22.8174256860857,22.8841769314738,23.0292895366174,23.058224701389,23.5753071666218,23.7146418678828,22.6149876299411,22.148209399415,21.6371354155026,20.7771719342289,20.2323608950888,19.0337573389541,17.7735721510819,15.9502151926501,14.864473866377,14.2102454045902,13.6843942643694,13.555596236449,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Europe & Central Asia (excluding high income),ECA,54.594264836858,54.1050863265063,53.5617561790555,52.0499061410371,51.2733079720335,50.7711933491913,50.5599053195746,53.7878841735877,55.1778434252905,53.7433917016329,54.0663215874384,53.9606098666768,50.8586294381641,47.3570356404612,43.7193146736507,39.5054910875521,35.9680562701412,33.5935517657137,32.388311622743,30.8367079699021,29.98625095817,30.0802853933653,30.3936119089263,30.821331544599,31.0078259561671,31.9211819027133,32.8634050241906,31.6644792301686,31.8435271213922,31.5154359048661,30.8616092399498,30.3567791843702,28.590632397463,26.2171451688795,23.0481691189515,21.2131684504313,20.0422378369672,19.0990594250954,18.7415043313053,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Europe & Central Asia (IDA & IBRD),TEC,52.9719417700317,52.4236127439983,52.0059378499293,51.1747309900925,50.6968465969573,49.7763601826084,48.8943381285997,51.4605260415927,52.4985490613243,50.9764297170146,50.9750641741177,50.6900870646688,47.6233991312094,44.4396818665039,41.2603645844765,37.5411508953222,34.3668270176723,32.2628568089782,31.064464161934,29.6286432467878,28.9347001096307,29.025174012535,29.4014173969012,29.8760276040824,30.1535975619273,31.2369106329844,32.06597844429,30.7070435162452,30.6414507119753,30.3541129229672,29.6515934706739,29.2348801786561,27.6511215955521,25.5713896569608,22.7456421092089,21.0446066416825,19.9315377766407,19.0758332808173,18.7392789045894,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,European Union,EUU,26.3675594880782,25.4157801639528,24.5045925609452,24.2871913337049,23.9871522900984,23.2665037327527,21.8449068470559,21.7937027800155,21.4641776656771,20.5871425285191,19.6006189009472,18.175148730002,16.648663690864,15.8858138093244,15.2811048678983,14.9503803481713,14.972366880343,15.1867419990071,14.7744003597278,14.256973698845,13.9783804628996,13.7866217053373,13.628221165765,13.6068673197444,13.6911442691173,14.0790524181896,13.6515636116359,12.7535272652424,11.9340853768983,11.579595167319,10.890273205279,10.6708656126043,10.2245270004453,10.1677784595654,9.68018902258034,9.36504460914845,9.2874116406117,9.17471713040564,9.2281084534559,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Fragile and conflict affected situations,FCS,124.892947228572,124.134292532973,123.316459077375,121.512061543099,119.917097272026,118.652059525578,118.00478169155,117.936319152059,117.76468279693,116.167540566423,117.985962287896,117.384471892343,115.005364783435,114.491846794374,112.354438767009,111.136295491655,112.530233512875,111.168613754384,111.160093073085,111.062278117023,110.327299934941,109.301390179744,109.282459360657,107.932524710799,106.522303326626,106.0471403702,104.650292124624,104.908023910027,105.617310317264,104.542693076068,102.921244740383,101.156318813183,97.860812819268,95.0447941788068,93.0722205024952,92.1592446620914,91.5198506329184,90.5885381529387,89.6633393829283,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Heavily indebted poor countries (HIPC),HPC,148.61901254035,147.655793600667,147.388482698401,146.028065109641,144.482804015209,142.661303416357,140.708468443832,140.879722559189,140.262089605793,137.344515356934,138.26225299575,137.353248704532,136.240947063896,137.006808584663,135.102814571502,133.967929261139,134.848185416523,133.242918241238,133.251320857507,131.624452710626,129.138432880054,127.882898460297,126.601514731137,124.733798311577,122.991612741223,121.011800046357,118.507098110683,117.884156931026,117.05967295477,114.751895312657,112.668910412329,111.439808021758,109.873426624408,108.055691382693,106.21548679448,104.846244403445,103.822542207194,102.305796505794,100.999990385375,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,High income,HIC,32.4197835638696,31.2965635242238,30.3655071543942,29.4675480630427,29.0248488626866,29.2997243055458,29.6884533335573,30.2965851897432,30.203594290066,29.4021156351371,28.5808708201588,27.8373459388144,26.7528468892634,25.9778760693182,25.4823265717493,25.2087113211808,24.9158219584318,24.6778702223197,23.7764888263082,22.8668739676055,22.2486907243482,21.9624844405306,21.7299007132916,22.0011410579516,22.3205172744409,22.3211037909225,21.4673449026679,20.0391820558489,18.6308989402446,17.6789446641907,16.3928288287037,15.3145765996304,14.248361660947,13.3124471000743,12.4146664753496,11.650960802338,11.3308904203431,11.0788377497708,11.1573307518746,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,IBRD only,IBD,73.9133658870412,74.0589740124185,73.3535174979189,72.7040593827215,68.8965093168788,69.4502212763633,69.793299211288,69.4106458722224,70.6890578548453,69.5010613397097,68.1547671132137,67.009932008451,66.0064284600476,63.1029261690071,60.8253987775589,59.6146086175926,57.4619580984424,55.986426299829,55.3025083754437,52.8724707111589,50.4725022290755,46.3783060885315,41.5858997811182,39.6249630717732,39.429723957797,41.3213283958006,40.0035152003935,39.7675247298799,39.386025047732,38.952314539766,38.6935333812529,38.6820410195276,33.5588215145195,31.6184183814496,31.0029351768141,29.5521133792418,28.2794546925589,27.3302265480617,26.8369822495445,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,IDA & IBRD total,IBT,85.397560517475,85.4444857852551,84.7834362804862,84.0868691214665,81.0808153611181,81.314249856453,81.7041993125807,81.3790960959649,82.2935746289855,81.3887431974665,80.8404903919806,80.0424112755233,78.9291205907855,76.4897447153548,74.3098431600274,73.0735394167045,71.4538248672985,70.1731921060143,69.4520669672245,67.2720603650042,65.1867512118696,61.7619465974739,57.6311803926205,55.9218609219905,55.9469875159169,57.2200920033378,56.2586943120747,56.4855155655699,56.2373275312004,56.0851084838608,55.9466363972464,55.6075724859338,51.6092848058025,49.9526507820432,49.1701720784568,48.2553628459405,47.4617119169139,46.7435533522457,46.3864345843608,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,IDA blend,IDB,122.677752043114,121.149944928546,120.839539352017,119.336902417024,119.858957789626,117.832254356593,118.272658365954,115.191155489425,112.835598732115,111.450791108248,112.424353990886,111.685275281929,107.927213050857,105.571474600457,101.824711635838,99.9126970427229,99.4211449932747,98.0311010487756,96.5440735389458,95.0023759706761,94.1503616239955,91.598133343552,89.9128607435071,87.4184521298031,86.1612137915854,85.2320676764372,84.6129656846268,84.3677304017485,83.9237954824514,84.1798653860107,84.0371701264881,82.2381528474351,78.1944487577335,74.9837733729121,73.0446247331105,72.5785309746964,71.8669855661863,70.9659868160363,70.4117690590797,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,IDA only,IDX,142.076469572109,141.002606572677,139.533867625946,138.009126813807,137.281920957254,135.185301789088,133.960056134632,133.138517561735,131.333699363248,129.928190061825,130.412511975367,129.226246281989,127.343746663815,126.039128860477,124.536780296409,123.100263881144,122.820782938947,121.895223745855,120.855372543374,118.928782692507,117.047110871111,115.582425013062,112.413682698965,110.745857559502,110.038348636799,107.42746141528,105.244150297082,104.768101178593,102.679680140665,101.433144477962,100.077004877319,97.8520096763821,96.0827068647114,94.6717685545426,92.5179688752741,91.6136693138981,90.9239482468056,89.775130165037,88.7996076265587,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,IDA total,IDA,135.886882435138,134.696723075872,133.613738815767,132.100113237934,131.763843567002,129.678288571227,128.963869782905,127.391012275797,125.374380572323,123.95799706935,124.588627424018,123.530903997868,121.023367947326,119.353521246258,117.085547376083,115.455315694748,115.067463569951,113.941716090614,112.715376496085,110.913629431777,109.388679168562,107.568475069355,104.900471557676,102.960651012754,102.070059613317,100.020122858383,98.3606444052365,97.9650834011916,96.4359581298965,95.707050895678,94.7676513984413,92.6947475029765,90.1835420781857,88.1867295968948,86.1064124240898,85.3454332400657,84.6500556976515,83.5831797318656,82.7446479704077,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Late-demographic dividend,LTE,35.9032831901884,36.8060757544543,37.4355508315483,37.7342211069415,38.1789696358804,37.354885500699,38.1374230961176,40.3720790484277,38.9499309340692,35.8106180147239,35.3667134449401,32.2545650237333,31.3892362515719,30.6205849392854,28.4868774621678,27.6044808575747,26.9992414881432,26.6350999951773,26.4169795331253,25.6867666726517,24.960885220539,24.7112309948451,24.9355481330926,25.039513568206,25.5545106719273,26.3001899993389,27.1259655363715,27.2577990646821,27.3494247926176,27.8687222761079,27.662162163949,27.7529382108482,26.6753154453252,25.5577765841606,24.4785698829338,22.8737029478943,21.91637047778,20.5600283578148,19.9063005644441,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Latin America & Caribbean,LCN,89.6489630421025,88.0019419654498,88.0387037749098,88.0616338235972,88.4368580174306,88.5611746442187,88.5562794393051,88.1447455813308,87.7001540260624,86.9300373322995,86.6597281503195,86.0966902446973,85.6204215943218,85.4586970746289,85.2108918797281,85.0382929919659,84.5662831206819,83.5330068362392,82.356004594375,80.0094227642957,77.7086651861297,77.3050696426508,76.9690866980068,75.7201448985935,75.1530007379036,74.455973467018,73.9062014496854,73.1348286629647,73.0265942814486,72.3967875669657,71.1100736834533,69.4605718762297,67.2990767507101,64.2197990427026,62.3702098374752,60.0210319158472,57.3035440245226,54.7699473440836,53.2246890937986,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Latin America & Caribbean (excluding high income),LAC,90.7188746824356,89.0293639875876,89.1315724512189,88.6626762358166,88.9510467549435,89.0472724857734,88.9571096476832,88.5208608237948,88.0188555871792,87.1843391816504,86.9134908866035,86.3229003297353,85.8743921528757,85.6849499672189,85.378212065878,85.2119794842508,84.6431413658207,83.7199245276048,82.6345905400515,80.2324858294149,78.0119604001229,77.5941578553133,76.99217064156,75.4742366411044,74.8341574311321,73.9784885994167,73.3579583590598,72.5726360361391,72.5270019384347,71.8499851365675,70.5857718741554,69.0236139335245,66.911900716531,63.8106809376895,62.0401552043522,59.7832895725918,56.9147208403864,54.2202063309159,52.5633835394848,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Latin America & Caribbean (IDA & IBRD),TLA,89.9155149427248,88.3116346309513,88.4557974661488,88.5214825398924,88.8982535213704,88.9880608849725,88.9306070529346,88.5256941864567,88.2734140423102,87.4647613488072,87.2199355338333,86.6268588414336,86.1226464164431,86.0003112419257,85.6836800144465,85.5858450876306,85.13696211154,84.1480831110055,83.0082759906661,80.6496690361313,78.347336856824,77.9569681518818,77.6498761095162,76.4215580312534,75.7880906722971,74.9635065563253,74.330165783383,73.5420984318681,73.4031287121138,72.8349603497971,71.5621923259357,69.9214750349599,67.7297520906782,64.6200316914988,62.7176374650943,60.3050608785392,57.5439054236007,54.9883927953094,53.4440417619801,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Least developed countries: UN classification,LDC,149.789899672106,148.903761064282,147.483379099595,145.989923603632,145.454381722007,143.396616835778,142.009709299063,141.134852176077,139.214996840924,137.850148015527,138.514602227448,137.421420065769,135.312193129317,134.266405049824,132.671834643141,131.070491477668,130.829174082258,129.747426454211,128.703775262398,126.733555512646,124.72962084187,123.176056187014,119.78163448257,118.069693774335,117.353564142934,114.548392661911,112.136243455491,111.371134114999,108.889517997626,107.453559934848,105.761027336738,103.2048113302,101.171798808217,99.7457194815611,97.5773572380725,96.564414166614,95.8724946244301,94.7268141470051,93.7296824833973,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Low & middle income,LMY,85.5218697497206,85.57446509788,84.8898752712842,84.0977810037183,81.0233799135808,81.2969757806938,81.7551931982835,81.4755097522463,82.4191354712531,81.5602629037839,81.0474615747429,80.2681000350382,79.1830290620361,76.7072301624741,74.4902446566172,73.2276725829295,71.5785909480419,70.2852653046669,69.5668206787276,67.365465631247,65.2586261316188,61.7716889687978,57.5396706198459,55.7669862698619,55.7664673095256,57.0228289608897,56.0422375357466,56.2844989040737,56.0467981441207,55.8806362581837,55.7540711183346,55.4282040490424,51.4179307827459,49.7677745259745,49.0061736089977,48.1208092897183,47.3373078998943,46.6208019972104,46.2652252627967,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Low income,LIC,137.482480558487,137.011266766127,136.884240834389,135.470157299204,133.965413674231,132.701231710812,131.187492224194,132.399691420302,133.023720337385,131.125804009179,133.970461546642,133.913460038288,132.546027008473,133.660579388846,131.251937360542,129.681011361501,130.661878327845,128.416653324211,128.727891119647,127.42697766597,125.033817438166,123.524380356842,122.208225653091,120.577014821102,118.738042507001,116.863199103078,114.088638537254,113.380449886158,112.696697912264,110.418550312148,107.973068356036,106.457747158191,104.452889524301,102.25618333329,100.326124977784,99.0351759768759,98.1921207012962,96.8999285654266,95.6362757470197,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Lower middle income,LMC,126.826591647772,125.518569143774,123.81907916548,122.403750128315,114.256112876958,115.503872587434,114.938133753095,109.884052252113,111.600527791336,111.346492648958,108.300326998672,107.544694432771,105.063951596876,99.8049144944129,97.3452217168791,95.727458209546,92.4331341051345,90.3891081980173,89.0635273983522,85.5431854455134,82.2033318291291,75.5128866287849,66.7094381118573,62.7791847323544,61.6317821441672,62.5769220179438,59.5335621004279,58.7837583144393,57.0638000284703,56.3127575926604,56.2470288465996,55.6641236655683,49.1113335942724,47.1935438620573,46.6399406517763,46.0075008303725,45.0337373743294,44.5614900359746,44.4592264868132,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Middle East & North Africa,MEA,99.8550004943866,95.2526912895623,90.9742320138365,85.4935717648088,79.9403079845333,76.2843458828152,72.4759425848877,68.9577164061742,66.349747706682,64.3368672044371,61.1722016974434,57.0482362142376,53.7601240192295,50.5460036107239,48.3838712970831,45.9118582230954,44.9557648140481,43.7077865176895,42.0542274092572,41.0934666312655,41.2426529288396,41.3215344383115,41.6637814861796,42.4104863699399,42.0619663383731,41.5825987025256,41.7373619631722,42.4096291657086,43.033378188012,43.5760776103653,43.8519467238294,43.1324309218039,41.9044351052783,40.0067779804087,39.4546963910414,38.3535739787642,36.6979520350254,35.7333857019118,35.0370019055872,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Middle East & North Africa (excluding high income),MNA,99.2688290020483,94.8147310799634,91.1643829547556,86.1967992400546,81.0910811106814,77.6581176803615,73.4410182820148,69.8952882171786,67.3617607945107,65.5867931228244,62.645969146258,58.5299431575487,55.382703223862,52.1798286005267,50.1775799050299,47.7553997844755,46.7209482169306,45.3796735750391,43.8050468098427,42.94923943356,43.273596807447,43.5402295691056,44.1486808731012,45.2399746940435,45.0557726158998,44.73854177165,45.0894452269713,45.9953251663584,46.8148336266642,47.51114015282,47.8917659850871,47.130177241152,45.7047252964472,43.5194253285727,42.9594409666429,41.8409642172313,40.0338627398719,38.9356417926325,38.1145506975979,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Middle East & North Africa (IDA & IBRD),TMN,99.2688290020483,94.8147310799633,91.1643829547556,86.1967992400546,81.0910811106814,77.6581176803615,73.4410182820148,69.5249629389698,66.908953726389,65.0607700102388,62.1063999355792,57.9923395876128,54.8530643853751,51.660274451578,49.6804599275236,47.2677147461999,46.2539434404638,44.9331635654666,43.3891614376505,42.5612914519618,42.9405195334129,43.2571794674752,43.9243614285564,45.0855735531193,44.9943694863804,44.6618255777517,44.9979912838716,45.8769409261067,46.7027034236472,47.4019680720216,47.8123292601817,47.0448856255786,45.5868640965176,43.4185359378927,42.8820974588985,41.7714483164399,39.9466755902519,38.8532256648572,38.0352575716789,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Middle income,MIC,81.9748070051334,81.9931260272828,81.2134196077011,80.4191085404586,77.1909272303769,77.53079860833,78.0753863500812,77.6133858202555,78.4945557798084,77.6096683528124,76.6988481607361,75.7436087241988,74.5976201850616,71.751164280462,69.5226891577246,68.2632358440602,66.3313180376464,65.065104288598,64.1856990636169,61.800723351693,59.6048767539145,55.8202796100489,51.1881754465052,49.2274705557162,49.1754139292515,50.5100811608444,49.4612763124915,49.5168485709693,49.0425360500057,48.9005119954417,48.8749448305353,48.5201241046243,44.0517633023186,42.2953458941965,41.5120060804205,40.4936773514358,39.5280573248237,38.7134040040732,38.3204200954868,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,North America,NAC,49.35097488003,48.2709558117542,48.1210448728468,47.1005046787685,47.7273458694223,50.8706266009654,54.689516971256,57.417990557681,57.8555512867359,56.2676049518614,54.5881174567882,53.5149866850911,51.2761886190465,48.8364742681281,47.3904818463853,46.6191072476267,45.301965571088,43.9721911182053,41.4906361644016,39.279965929021,37.9608125125598,37.2763743842044,36.6076816354604,37.3423761470577,37.9546969983972,37.3120211150171,35.5129164318595,32.5325971515833,29.6721246551234,27.6027760343534,25.0950279176813,22.8446231144673,20.8087144623594,18.8681103054534,17.502836792508,16.1717610025364,15.5633657050869,15.0518881229459,15.1857778614708,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,OECD members,OED,41.7374054050906,40.4234139200544,39.529005745348,38.4561147373882,37.9293385877104,38.0627575148703,38.1464549069108,39.3510867932094,39.8949642143656,39.0923039941179,38.5789402588745,38.034000039918,37.0347303221318,36.5037503923677,36.0163572422531,35.8421579973248,35.8174006255192,35.4788264216303,34.850106240875,33.7195231034296,33.0021186269802,32.780249854655,32.5853466979906,32.6098618788896,32.8899824032835,33.0164765825891,32.4409081506766,31.1600062500126,30.1983848690845,29.3678793717395,28.1396957407807,26.5535951863864,24.7234343188234,23.4298068264624,22.3363988864152,21.1455811543737,20.2569888473119,19.7324407045549,19.2187953742487,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Other small states,OSS,98.6778933276096,98.0015166007119,96.6483521444773,95.6983558262275,95.1076481522999,94.0687882185699,93.4935381374705,92.2605462353837,90.8228760138627,90.1607541401228,88.8209435420663,86.4890131463198,83.9923951107359,82.3201553065256,80.4644895391123,79.3477821748846,78.1293958619415,77.4267115017427,76.4390725263547,74.9158953218863,74.0924551847897,73.2133693250777,72.6955803333165,72.1953490017704,72.1513271014262,71.420597041978,70.5291059876993,69.1427598635084,68.8286943176488,68.4176724379101,67.4686313770566,65.6480469050448,64.4953267977565,62.8515564040787,61.0220742228529,60.1969575587236,59.3693691020824,58.4176321697659,58.0204875894566,..
